id,submitdate,lastpage,startlanguage,startdate,datestamp,Country,Country[other],Discipline[A2],Discipline[A3],Discipline[A4],Discipline[A6],Discipline[A1],Discipline[A5],Discipline[other],Gender,CareerStatus,CareerStatus[other],Institution,Institution[other],NPublishedCor,PDepositedCor,CorSomeComparison[A1],CorSomeComparison[A2],CorSomeComparison[A3],CorSomeComparison[A4],CorSomeComparison[A5],CorSomeComparison[A6],CorSomeDeposited[A1],CorSomeDeposited[A2],CorSomeDeposited[A3],CorSomeDeposited[A4],CorSomeDeposited[A5],CorSomeDeposited[A6],CorSomeDeposited[A7],CorSomeDeposited[A8],CorSomeDeposited[A9],CorSomeDeposited[A10],CorSomeDeposited[A11],CorSomeDeposited[A12],CorSomeDeposited[A13],CorAllDeposited[A1],CorAllDeposited[A2],CorAllDeposited[A3],CorAllDeposited[A4],CorAllDeposited[A5],CorAllDeposited[A6],CorAllDeposited[A7],CorAllDeposited[A8],CorAllDeposited[A9],CorAllDeposited[A10],CorAllDeposited[A11],CorAllDeposited[A12],CorAllDeposited[A13],CorSomeNotDeposited[A1],CorSomeNotDeposited[A2],CorSomeNotDeposited[A3],CorSomeNotDeposited[A4],CorSomeNotDeposited[A5],CorSomeNotDeposited[A6],CorSomeNotDeposited[A7],CorSomeNotDeposited[A8],CorSomeNotDeposited[A9],CorNoneNotDeposited[A1],CorNoneNotDeposited[A2],CorNoneNotDeposited[A3],CorNoneNotDeposited[A4],CorNoneNotDeposited[A5],CorNoneNotDeposited[A6],CorNoneNotDeposited[A7],CorNoneNotDeposited[A8],CorNoneNotDeposited[A9],interviewtime,groupTime1264,CountryTime,DisciplineTime,GenderTime,CareerStatusTime,InstitutionTime,groupTime1262,NPublishedCorTime,PDepositedCorTime,groupTime1263,CorSomeComparisonTime,CorComparisonFreeTime,CorSomeDepositedTime,CorAllDepositedTime,CorDepositedFreeTime,CorSomeNotDepositedTime,CorNoneNotDepositedTime,CorNotDepositedFreeTime,groupTime1265,FeedbackSurveyTime,FollowUpParticipantTime,FollowUpEmailTime
127,2020-12-03 17:35:13,4.0,en,2020-12-03 17:31:47,2020-12-03 17:35:13,Finland,,No,No,No,No,No,No,Space Physics,Male,Professor,,University,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Neutral,Agree,Neutral,Disagree,207.56,67.45,,,,,,48.83,,,74.24,,,,,,,,,17.04,,,
128,2020-12-03 17:48:02,4.0,en,2020-12-03 17:41:24,2020-12-03 17:48:02,Russian Federation,,No,No,No,No,No,No,environmental chemistry and tecnology,Male,Postdoctoral researcher,,Non-university research institution,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Strongly agree,Disagree,Neutral,Strongly agree,Agree,Neutral,399.64,169.27,,,,,,43.92,,,168.39,,,,,,,,,18.06,,,
129,2020-12-03 17:47:22,4.0,en,2020-12-03 17:43:23,2020-12-03 17:47:22,United States of America,,Yes,No,No,No,No,No,,Female,Assistant Professor,,University,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,241.03,41.15,,,,,,53.56,,,138.57,,,,,,,,,7.75,,,
130,2020-12-03 17:49:28,4.0,en,2020-12-03 17:46:55,2020-12-03 17:49:28,United States of America,,No,No,No,No,No,No,Atmospheric Science,Male,Assistant Professor,,University,,21+,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,153.95,21.56,,,,,,14.96,,,114.01,,,,,,,,,3.42,,,
131,2020-12-03 17:51:56,4.0,en,2020-12-03 17:48:19,2020-12-03 17:51:56,Brazil,,No,No,No,No,No,No,Marine Engineer,Male,Assistant Professor,,University,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,218.34,58.6,,,,,,30.37,,,92.97,,,,,,,,,36.4,,,
132,2020-12-03 17:58:30,4.0,en,2020-12-03 17:53:49,2020-12-03 17:58:30,United States of America,,No,No,No,No,No,No,Engineering,Female,Professor,,University,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Neutral,237.85,52.39,,,,,,63.29,,,111.82,,,,,,,,,10.35,,,
133,,2.0,en,2020-12-03 17:56:16,2020-12-03 17:57:20,Italy,,No,No,No,No,No,No,Mechanical Engineering,Male,Postdoctoral researcher,,University,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.01,44.73,,,,,,20.28,,,,,,,,,,,,,,,
134,2020-12-03 18:02:18,4.0,en,2020-12-03 17:56:26,2020-12-03 18:02:18,Austria,,No,No,No,No,No,No,Meteorology,Female,Professor,,University,,21+,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,,,,,,,,,,,,,,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Neutral,Neutral,,,,,,,,,,354.06,33.7,,,,,,64.29,,,214.88,,,,,,,,,41.19,,,
135,2020-12-03 18:08:35,4.0,en,2020-12-03 18:06:20,2020-12-03 18:08:35,Germany,,No,No,No,No,No,No,climate science,Male,Professor,,Non-university research institution,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,137.57,52.99,,,,,,20.83,,,51.07,,,,,,,,,12.68,,,
136,2020-12-03 18:13:23,4.0,en,2020-12-03 18:11:01,2020-12-03 18:13:23,United States of America,,Yes,No,No,Yes,No,No,,Male,Professor,,Non-university research institution,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Strongly disagree,Neutral,Neutral,Agree,Neutral,144.35,31.92,,,,,,13.63,,,93.3,,,,,,,,,5.5,,,
137,2020-12-03 18:24:13,4.0,en,2020-12-03 18:11:20,2020-12-03 18:24:13,Italy,,No,No,No,No,No,No,Computational Mechanics,Male,Postdoctoral researcher,,University,,6-10,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,,,,,,,,,,,,,,,,,,,775.25,58.92,,,,,,60.72,,,632.49,,,,,,,,,23.12,,,
138,2020-12-03 18:18:34,4.0,en,2020-12-03 18:13:37,2020-12-03 18:18:34,Germany,,No,Yes,No,No,No,No,,Male,Postdoctoral researcher,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Neutral,Neutral,Strongly agree,Neutral,Disagree,Agree,Strongly disagree,Strongly disagree,298.85,25.47,,,,,,36.96,,,222.95,,,,,,,,,13.47,,,
139,2020-12-03 18:36:31,4.0,en,2020-12-03 18:32:49,2020-12-03 18:36:31,Italy,,No,No,No,Yes,No,No,,Male,Other,Researcher in Public Institution,Non-university research institution,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Strongly disagree,Agree,Strongly disagree,Neutral,Neutral,Neutral,Strongly agree,224.21,87.98,,,,,,33.63,,,80.94,,,,,,,,,21.66,,,
140,2020-12-03 18:56:11,4.0,en,2020-12-03 18:32:54,2020-12-03 18:56:11,Spain,,No,Yes,No,No,No,No,,Male,Professor,,University,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,1398.14,34.08,,,,,,751.29,,,98.08,,,,,,,,,514.69,,,
141,2020-12-03 18:38:56,4.0,en,2020-12-03 18:34:31,2020-12-03 18:38:56,Iran (Islamic Republic of),,No,No,No,No,No,No,Mathematics,Male,Postdoctoral researcher,,University,,21+,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,,,,,,,,,,,,,,,,,,,267.39,56.37,,,,,,43.86,,,151.78,,,,,,,,,15.38,,,
142,2020-12-03 18:41:25,4.0,en,2020-12-03 18:37:45,2020-12-03 18:41:25,Argentina,,No,No,No,No,No,No,Limnology (Ecology),Female,Associate Professor,,University,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,221.57,56.71,,,,,,85.47,,,63.13,,,,,,,,,16.26,,,
143,,2.0,en,2020-12-03 18:37:45,2020-12-03 18:38:27,United States of America,,No,No,No,No,Yes,No,,Female,Postdoctoral researcher,,University,,6-10,Some of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.35,24.84,,,,,,18.51,,,,,,,,,,,,,,,
144,,,en,2020-12-03 18:40:38,2020-12-03 18:40:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
145,2020-12-03 18:50:23,4.0,en,2020-12-03 18:43:10,2020-12-03 18:50:23,Costa Rica,,No,Yes,No,No,No,No,,Male,Professor,,University,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Neutral,Agree,Agree,Agree,Neutral,434.74,34.53,,,,,,40.06,,,276.31,,,,,,,,,83.84,,,
146,2020-12-03 18:55:02,4.0,en,2020-12-03 18:48:34,2020-12-03 18:55:02,Colombia,,No,Yes,No,No,No,No,,Male,Professor,,Non-university research institution,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Strongly agree,Strongly disagree,Neutral,Neutral,Neutral,Strongly agree,390.08,59.76,,,,,,70.3,,,205.89,,,,,,,,,54.13,,,
147,2020-12-03 18:56:16,4.0,en,2020-12-03 18:49:10,2020-12-03 18:56:16,Turkey,,No,No,No,No,No,No,Engineering,Female,Assistant Professor,,University,,3-5,Some of these articles were also deposited as preprints*,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,,,,,,,,,,,,,,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,,,,,,,,,,428.29,75.69,,,,,,39.39,,,275.4,,,,,,,,,37.81,,,
148,2020-12-03 18:51:59,4.0,en,2020-12-03 18:49:11,2020-12-03 18:51:59,Mexico,,No,No,Yes,Yes,No,No,,Female,Assistant Professor,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Disagree,Agree,Neutral,Strongly disagree,Neutral,Neutral,Strongly agree,Disagree,169.68,48.21,,,,,,28.1,,,79.71,,,,,,,,,13.66,,,
149,2020-12-03 19:07:40,4.0,en,2020-12-03 19:02:56,2020-12-03 19:07:40,Chile,,No,Yes,No,No,No,No,,Female,Associate Professor,,University,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,286.02,68.09,,,,,,46.87,,,144.11,,,,,,,,,26.95,,,
150,2020-12-03 19:16:23,4.0,en,2020-12-03 19:09:13,2020-12-03 19:16:23,Brazil,,No,No,Yes,No,No,No,,Male,PhD student,,University,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Strongly disagree,Neutral,Neutral,Strongly agree,Neutral,432.2,76.1,,,,,,87.64,,,197.58,,,,,,,,,70.88,,,
151,2020-12-03 19:19:59,4.0,en,2020-12-03 19:12:47,2020-12-03 19:19:59,Germany,,Yes,No,Yes,No,No,No,,Other,PhD student,,Non-university research institution,,1-2,Some of these articles were also deposited as preprints*,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Disagree,Neutral,Strongly agree,Neutral,Agree,Disagree,,,,,,,,,,,,,,Strongly disagree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,,,,,,,,,,433.59,51.71,,,,,,13.06,,,264.98,,,,,,,,,103.84,,,
152,2020-12-03 19:21:34,4.0,en,2020-12-03 19:19:17,2020-12-03 19:21:34,Finland,,No,Yes,No,No,No,No,,Male,PhD student,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,139.06,27.72,,,,,,27.77,,,69.32,,,,,,,,,14.25,,,
153,,2.0,en,2020-12-03 19:41:37,2020-12-03 19:43:56,the United Kingdom of Great Britain and Northern Ireland,,No,Yes,No,No,No,No,Fisheries,Male,Postdoctoral researcher,,Non-university research institution,,6-10,Some of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.34,79.22,,,,,,60.12,,,,,,,,,,,,,,,
154,2020-12-03 19:55:23,4.0,en,2020-12-03 19:52:17,2020-12-03 19:55:23,Australia,,No,No,No,No,No,Yes,,Male,Business or industry professional,,Non-university research institution,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,186.84,89.14,,,,,,28.1,,,60.32,,,,,,,,,9.28,,,
155,2020-12-03 20:11:51,4.0,en,2020-12-03 20:05:58,2020-12-03 20:11:51,Norway,,No,No,No,No,No,No,Fishing gear,Male,Other,Phd research scientist,Non-university research institution,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,354.29,100.19,,,,,,117.84,,,102.24,,,,,,,,,34.02,,,
156,,2.0,en,2020-12-03 20:06:07,2020-12-03 20:07:35,Czech Republic,,No,No,No,No,No,No,planetology,Male,Postdoctoral researcher,,Non-university research institution,,6-10,Some of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.67,37.61,,,,,,51.06,,,,,,,,,,,,,,,
157,2020-12-03 20:22:26,4.0,en,2020-12-03 20:15:59,2020-12-03 20:22:26,Germany,,Yes,No,No,No,No,No,,Female,Postdoctoral researcher,,University,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Strongly disagree,Agree,Disagree,Neutral,Agree,Agree,Disagree,387.19,35.04,,,,,,41.43,,,122.62,,,,,,,,,188.1,,,
158,,1.0,en,2020-12-03 20:19:43,2020-12-03 20:20:50,Finland,,No,Yes,No,No,No,No,,Female,PhD student,,University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.54,67.54,,,,,,,,,,,,,,,,,,,,,
159,,,en,2020-12-03 20:22:48,2020-12-03 20:22:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
160,2020-12-03 20:35:09,4.0,en,2020-12-03 20:28:12,2020-12-03 20:35:09,Argentina,,No,No,Yes,No,No,No,,Male,Other,Researcher ,Non-university research institution,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Disagree,Agree,Strongly disagree,Neutral,Agree,Agree,Neutral,418.26,107.23,,,,,,149.04,,,128.7,,,,,,,,,33.29,,,
161,2020-12-03 20:47:53,4.0,en,2020-12-03 20:29:21,2020-12-03 20:47:53,Sweden,,No,No,No,Yes,Yes,No,climate,Male,Other,scientist with master degree,Non-university research institution,,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,1113.41,113.0,,,,,,89.22,,,364.7,,,,,,,,,546.49,,,
162,2020-12-03 20:37:23,4.0,en,2020-12-03 20:30:33,2020-12-03 20:37:23,Switzerland,,No,No,No,No,No,No,concrete construction,Male,Business or industry professional,,Business or industry,,21+,Some of these articles were also deposited as preprints*,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,,,,,,,,,,,,,,Agree,Neutral,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,412.43,66.76,,,,,,133.67,,,184.25,,,,,,,,,27.75,,,
163,,,en,2020-12-03 20:34:04,2020-12-03 20:34:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
164,2020-12-03 20:49:36,4.0,en,2020-12-03 20:44:20,2020-12-03 20:49:36,Egypt,,No,Yes,No,No,No,No,,Male,Postdoctoral researcher,,Non-university research institution,,6-10,Some of these articles were also deposited as preprints*,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neutral,,,,,,,,,,,,,,Strongly disagree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,,,,,,,,,,318.61,61.8,,,,,,46.42,,,192.89,,,,,,,,,17.5,,,
165,2020-12-03 21:04:43,4.0,en,2020-12-03 21:00:49,2020-12-03 21:04:43,Australia,,No,Yes,No,No,No,No,,Male,Professor,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,236.06,49.99,,,,,,49.65,,,74.51,,,,,,,,,61.91,,,
166,2020-12-03 21:09:40,4.0,en,2020-12-03 21:06:04,2020-12-03 21:09:40,Spain,,No,No,No,No,No,No,Applied Economics,Female,Postdoctoral researcher,,University,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,159.73,39.0,,,,,,37.92,,,62.05,,,,,,,,,20.76,,,
167,,2.0,en,2020-12-03 21:10:30,2020-12-03 21:13:39,Argentina,,No,No,No,No,No,No,Quaternary geology,Male,Professor,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.41,99.3,,,,,,90.11,,,,,,,,,,,,,,,
168,,2.0,en,2020-12-03 21:12:16,2020-12-03 21:13:08,Australia,,No,Yes,No,No,No,No,,Male,Professor,,University,,21+,Some of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,36.53,,,,,,16.47,,,,,,,,,,,,,,,
169,2020-12-03 21:37:56,4.0,en,2020-12-03 21:33:20,2020-12-03 21:37:56,United States of America,,No,No,No,Yes,Yes,No,,Male,Professor,,University,,3-5,Some of these articles were also deposited as preprints*,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,,,,,,,,,,,,,,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,277.57,49.51,,,,,,12.54,,,186.97,,,,,,,,,28.55,,,
170,2020-12-03 21:39:04,4.0,en,2020-12-03 21:36:03,2020-12-03 21:39:04,Norway,,No,Yes,No,No,Yes,No,,Female,Other,Researcher,Non-university research institution,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Neutral,Neutral,182.93,55.56,,,,,,40.68,,,62.28,,,,,,,,,24.41,,,
171,,2.0,en,2020-12-03 22:00:24,2020-12-03 22:10:41,United States of America,,No,Yes,No,No,No,No,,Male,Other,Professor Emeritus,University,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,,,,,,,,,618.97,59.84,,,,,,119.23,,,439.9,,,,,,,,,,,,
172,,2.0,en,2020-12-03 22:04:32,2020-12-03 22:09:44,Iran (Islamic Republic of),,No,No,No,No,No,No,Mechanical Engineering,Male,Professor,,University,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.17,99.3,,,,,,213.87,,,,,,,,,,,,,,,
173,,,en,2020-12-03 22:10:33,2020-12-03 22:10:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
174,2020-12-03 22:18:49,4.0,en,2020-12-03 22:10:53,2020-12-03 22:18:49,Portugal,,No,No,No,No,No,No,Geosciences,Male,Postdoctoral researcher,,Non-university research institution,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Strongly disagree,Strongly agree,Disagree,Agree,Strongly agree,Neutral,Disagree,476.99,65.3,,,,,,19.1,,,99.02,,,,,,,,,293.57,,,
176,2020-12-03 22:42:54,4.0,en,2020-12-03 22:38:38,2020-12-03 22:42:54,United States of America,,No,No,Yes,No,No,No,,Male,Professor,,University,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Agree,258.07,49.65,,,,,,17.24,,,180.3,,,,,,,,,10.88,,,
177,2020-12-03 22:50:45,4.0,en,2020-12-03 22:41:15,2020-12-03 22:50:45,Australia,,No,No,No,No,No,No,Freshwater Biology (or Ecology),Prefer not to say,Business or industry professional,,Business or industry,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,571.27,107.2,,,,,,211.96,,,203.63,,,,,,,,,48.48,,,
178,2020-12-04 00:20:16,4.0,en,2020-12-04 00:11:27,2020-12-04 00:20:16,Australia,,Yes,No,Yes,No,No,No,,Female,Assistant Professor,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,530.39,27.7,,,,,,17.0,,,143.6,,,,,,,,,342.09,,,
179,2020-12-04 00:32:09,4.0,en,2020-12-04 00:29:13,2020-12-04 00:32:09,Japan,,No,Yes,No,No,No,No,,Prefer not to say,Assistant Professor,,Non-university research institution,,21+,Some of these articles were also deposited as preprints*,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,,,,,,,,,,,,,,Disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,177.13,26.42,,,,,,15.97,,,125.72,,,,,,,,,9.02,,,
180,2020-12-04 01:02:55,4.0,en,2020-12-04 00:48:42,2020-12-04 01:02:55,Canada,,No,Yes,Yes,No,No,No,Limnology/nearshore marine,Male,Professor,,University,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,854.75,50.24,,,,,,28.38,,,478.81,,,,,,,,,297.32,,,
181,2020-12-04 01:17:06,4.0,en,2020-12-04 01:13:16,2020-12-04 01:17:06,Brazil,,No,Yes,No,No,Yes,No,,Female,Postdoctoral researcher,,University,,6-10,Some of these articles were also deposited as preprints*,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Strongly agree,Neutral,Agree,,,,,,,,,,231.44,47.08,,,,,,20.73,,,150.43,,,,,,,,,13.2,,,
182,2020-12-04 01:22:11,4.0,en,2020-12-04 01:15:30,2020-12-04 01:22:11,United States of America,,No,Yes,No,Yes,No,No,Fisheries ,Male,Postdoctoral researcher,,University,,6-10,Some of these articles were also deposited as preprints*,Strongly disagree,Agree,Agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Neutral,Strongly agree,Agree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,,,,,,,,,,401.59,74.99,,,,,,77.43,,,214.82,,,,,,,,,34.35,,,
